rental_id,branch,vehicle_type,rental_start,rental_end,rental_hours,price,feedback_score,maintenance_required
9204,HCM District 1,Car,2025-03-02,2025-03-02 21:00:00,21,231,1,0
9205,HCM District 1,Electric Scooter,2025-08-11,2025-08-13 14:00:00,62,620,1,1
9206,HCM District 1,Bike,2025-08-25,2025-08-25 16:00:00,16,224,1,0
9207,Da Nang City,Electric Scooter,2025-05-22,2025-05-22 14:00:00,14,238,2,1
9208,HCM District 1,Electric Scooter,2025-07-12,2025-07-12 10:00:00,10,110,4,1
9209,HCM District 1,Bike,2025-02-02,2025-02-03 02:00:00,26,156,3,1
9210,Da Nang City,Electric Scooter,2025-05-21,2025-05-22 10:00:00,34,612,2,1
9211,HCM District 1,Bike,2025-07-30,2025-07-30 23:00:00,23,322,1,0
9212,Da Nang City,Bike,2025-04-08,2025-04-08 07:00:00,7,42,2,0
9213,Da Nang City,Car,2025-10-27,2025-10-27 14:00:00,14,140,1,0
9214,Da Nang City,Car,2025-03-07,2025-03-07 17:00:00,17,153,1,1
9215,Da Nang City,Bike,2025-10-24,2025-10-27 00:00:00,72,576,5,1
9216,Da Nang City,Bike,2025-08-22,2025-08-22 18:00:00,18,360,2,1
9217,HCM District 1,Car,2025-05-30,2025-06-01 17:00:00,65,975,5,1
9218,Hanoi Center,Car,2025-04-25,2025-04-26 11:00:00,35,700,3,0
9219,Hanoi Center,Car,2025-01-24,2025-01-26 22:00:00,70,560,1,0
9220,HCM District 1,Bike,2025-04-11,2025-04-11 17:00:00,17,85,3,0
9221,HCM District 1,Car,2025-07-03,2025-07-03 02:00:00,2,22,5,1
9222,HCM District 1,Car,2025-08-05,2025-08-07 14:00:00,62,1054,5,0
9223,HCM District 1,Bike,2025-08-11,2025-08-11 23:00:00,23,368,4,1
9224,HCM District 1,Bike,2025-09-02,2025-09-03 23:00:00,47,705,4,0
9225,Da Nang City,Car,2025-01-06,2025-01-08 05:00:00,53,689,1,1
9226,HCM District 1,Car,2025-06-03,2025-06-05 13:00:00,61,915,5,1
9227,Da Nang City,Electric Scooter,2025-08-09,2025-08-11 05:00:00,53,954,1,0
9228,HCM District 1,Bike,2025-01-14,2025-01-15 00:00:00,24,360,3,1
9229,Hanoi Center,Car,2025-07-29,2025-07-30 21:00:00,45,450,3,1
9230,Hanoi Center,Electric Scooter,2025-05-31,2025-06-02 18:00:00,66,990,2,0
9231,Da Nang City,Car,2025-06-15,2025-06-16 09:00:00,33,495,4,1
9232,Da Nang City,Bike,2025-04-18,2025-04-19 02:00:00,26,182,2,0
9233,Da Nang City,Electric Scooter,2025-08-05,2025-08-07 14:00:00,62,496,1,1
9234,Da Nang City,Electric Scooter,2025-05-30,2025-06-01 20:00:00,68,1088,4,1
9235,HCM District 1,Car,2025-08-28,2025-08-28 10:00:00,10,110,5,1
9236,HCM District 1,Electric Scooter,2025-03-26,2025-03-28 11:00:00,59,1062,2,1
9237,HCM District 1,Bike,2025-09-22,2025-09-24 14:00:00,62,806,1,0
9238,HCM District 1,Car,2025-05-13,2025-05-13 10:00:00,10,150,1,1
9239,HCM District 1,Bike,2025-04-27,2025-04-29 01:00:00,49,490,2,0
9240,Hanoi Center,Car,2025-09-03,2025-09-03 06:00:00,6,78,4,1
9241,Hanoi Center,Electric Scooter,2025-05-08,2025-05-08 02:00:00,2,38,3,1
9242,Da Nang City,Bike,2025-09-07,2025-09-08 15:00:00,39,546,2,0
9243,Hanoi Center,Electric Scooter,2025-08-23,2025-08-24 00:00:00,24,288,2,1
9244,Hanoi Center,Electric Scooter,2025-10-02,2025-10-04 02:00:00,50,800,2,0
9245,Da Nang City,Car,2025-03-21,2025-03-22 16:00:00,40,480,2,1
9246,HCM District 1,Electric Scooter,2025-10-14,2025-10-15 06:00:00,30,390,1,1
9247,HCM District 1,Electric Scooter,2025-04-07,2025-04-08 11:00:00,35,245,4,1
9248,HCM District 1,Car,2025-04-16,2025-04-16 11:00:00,11,66,4,1
9249,Hanoi Center,Electric Scooter,2025-03-26,2025-03-26 08:00:00,8,40,2,0
9250,HCM District 1,Bike,2025-05-15,2025-05-17 21:00:00,69,1242,3,1
9251,Da Nang City,Bike,2025-03-14,2025-03-16 11:00:00,59,413,5,0
9252,Da Nang City,Bike,2025-06-30,2025-06-30 19:00:00,19,152,4,1
9253,Da Nang City,Car,2025-07-05,2025-07-05 05:00:00,5,70,1,0
9254,Hanoi Center,Electric Scooter,2025-01-29,2025-01-30 14:00:00,38,342,4,0
9255,Hanoi Center,Electric Scooter,2025-10-13,2025-10-15 12:00:00,60,300,5,1
9256,Hanoi Center,Electric Scooter,2025-01-27,2025-01-28 05:00:00,29,261,2,0
9257,Hanoi Center,Car,2025-09-28,2025-09-29 02:00:00,26,468,4,0
9258,HCM District 1,Bike,2025-06-29,2025-07-01 22:00:00,70,770,3,0
9259,HCM District 1,Electric Scooter,2025-01-13,2025-01-15 15:00:00,63,441,5,0
9260,Hanoi Center,Car,2025-04-10,2025-04-10 10:00:00,10,180,4,1
9261,Hanoi Center,Bike,2025-08-04,2025-08-05 18:00:00,42,630,4,0
9262,Hanoi Center,Bike,2025-06-15,2025-06-17 09:00:00,57,684,1,0
9263,Hanoi Center,Car,2025-02-23,2025-02-23 12:00:00,12,72,2,1
9264,Hanoi Center,Car,2025-02-26,2025-02-27 15:00:00,39,585,2,0
9265,Hanoi Center,Car,2025-03-29,2025-03-29 02:00:00,2,10,3,1
9266,Hanoi Center,Bike,2025-10-08,2025-10-08 09:00:00,9,81,4,1
9267,HCM District 1,Electric Scooter,2025-10-10,2025-10-10 02:00:00,2,30,3,1
9268,HCM District 1,Bike,2025-07-21,2025-07-23 21:00:00,69,414,4,1
9269,Da Nang City,Car,2025-02-27,2025-03-01 00:00:00,48,816,5,1
9270,HCM District 1,Bike,2025-08-29,2025-08-30 14:00:00,38,304,1,1
9271,Hanoi Center,Bike,2025-08-04,2025-08-04 01:00:00,1,10,5,1
9272,HCM District 1,Bike,2025-01-14,2025-01-16 20:00:00,68,1156,2,1
9273,HCM District 1,Bike,2025-01-11,2025-01-13 16:00:00,64,384,5,1
9274,HCM District 1,Bike,2025-08-06,2025-08-07 00:00:00,24,288,3,0
9275,HCM District 1,Bike,2025-09-01,2025-09-03 01:00:00,49,245,2,1
9276,Hanoi Center,Car,2025-07-21,2025-07-22 10:00:00,34,374,4,1
9277,HCM District 1,Bike,2025-07-20,2025-07-20 12:00:00,12,216,3,0
9278,Da Nang City,Bike,2025-10-13,2025-10-13 21:00:00,21,210,5,0
9279,Hanoi Center,Bike,2025-03-30,2025-03-30 09:00:00,9,54,5,0
9280,HCM District 1,Car,2025-01-25,2025-01-25 08:00:00,8,80,1,1
9281,HCM District 1,Electric Scooter,2025-02-01,2025-02-02 05:00:00,29,348,3,0
9282,Da Nang City,Car,2025-10-27,2025-10-27 17:00:00,17,136,3,0
9283,Da Nang City,Bike,2025-08-26,2025-08-27 10:00:00,34,408,5,0
9284,Hanoi Center,Bike,2025-06-07,2025-06-09 04:00:00,52,936,1,1
9285,HCM District 1,Car,2025-02-17,2025-02-18 06:00:00,30,570,1,0
9286,Hanoi Center,Electric Scooter,2025-09-17,2025-09-19 14:00:00,62,620,1,0
9287,Da Nang City,Bike,2025-07-10,2025-07-12 16:00:00,64,1280,5,1
9288,Hanoi Center,Bike,2025-09-26,2025-09-26 02:00:00,2,30,2,1
9289,Hanoi Center,Electric Scooter,2025-04-02,2025-04-03 19:00:00,43,602,4,1
9290,Da Nang City,Car,2025-10-06,2025-10-07 06:00:00,30,570,1,0
9291,Da Nang City,Electric Scooter,2025-04-17,2025-04-18 20:00:00,44,528,4,0
9292,Da Nang City,Bike,2025-07-29,2025-07-29 16:00:00,16,208,5,0
9293,Da Nang City,Electric Scooter,2025-05-05,2025-05-05 02:00:00,2,34,4,0
9294,Da Nang City,Car,2025-02-01,2025-02-03 17:00:00,65,650,3,0
9295,Da Nang City,Car,2025-02-11,2025-02-12 21:00:00,45,225,4,1
9296,Da Nang City,Bike,2025-06-22,2025-06-23 13:00:00,37,296,5,1
9297,HCM District 1,Car,2025-09-24,2025-09-25 21:00:00,45,585,5,1
9298,HCM District 1,Car,2025-01-09,2025-01-09 05:00:00,5,100,3,0
9299,Hanoi Center,Car,2025-10-07,2025-10-09 00:00:00,48,384,4,0
9300,Hanoi Center,Electric Scooter,2025-03-17,2025-03-19 04:00:00,52,1040,2,0
9301,Da Nang City,Car,2025-08-13,2025-08-14 05:00:00,29,203,2,1
9302,Da Nang City,Car,2025-10-25,2025-10-26 16:00:00,40,560,1,0
9303,Hanoi Center,Electric Scooter,2025-08-17,2025-08-18 13:00:00,37,629,3,0
9304,Da Nang City,Bike,2025-01-07,2025-01-07 06:00:00,6,108,1,1
9305,Da Nang City,Bike,2025-06-08,2025-06-09 05:00:00,29,377,1,0
9306,HCM District 1,Bike,2025-01-06,2025-01-06 15:00:00,15,210,1,0
9307,Hanoi Center,Car,2025-03-09,2025-03-11 03:00:00,51,357,5,0
9308,Da Nang City,Electric Scooter,2025-04-05,2025-04-05 10:00:00,10,110,1,0
9309,Hanoi Center,Car,2025-01-15,2025-01-16 23:00:00,47,376,2,0
9310,Hanoi Center,Car,2025-04-07,2025-04-09 03:00:00,51,357,3,0
9311,Hanoi Center,Car,2025-03-01,2025-03-02 16:00:00,40,640,1,0
9312,Da Nang City,Bike,2025-06-03,2025-06-03 22:00:00,22,242,2,0
9313,HCM District 1,Electric Scooter,2025-01-24,2025-01-26 11:00:00,59,295,2,0
9314,Da Nang City,Electric Scooter,2025-05-17,2025-05-18 05:00:00,29,406,1,0
9315,HCM District 1,Car,2025-03-20,2025-03-20 04:00:00,4,64,5,0
9316,HCM District 1,Bike,2025-07-20,2025-07-22 00:00:00,48,912,4,0
9317,HCM District 1,Electric Scooter,2025-10-19,2025-10-19 22:00:00,22,176,1,1
9318,Da Nang City,Electric Scooter,2025-10-14,2025-10-16 09:00:00,57,969,2,1
9319,HCM District 1,Bike,2025-09-03,2025-09-04 03:00:00,27,243,1,0
9320,Hanoi Center,Electric Scooter,2025-06-05,2025-06-07 15:00:00,63,504,2,1
9321,Da Nang City,Electric Scooter,2025-01-14,2025-01-16 10:00:00,58,986,3,0
9322,Da Nang City,Car,2025-09-26,2025-09-27 20:00:00,44,616,5,1
9323,Hanoi Center,Electric Scooter,2025-03-31,2025-04-01 22:00:00,46,920,4,0
9324,Da Nang City,Car,2025-02-09,2025-02-09 13:00:00,13,143,2,0
9325,Hanoi Center,Bike,2025-01-21,2025-01-23 21:00:00,69,345,4,1
9326,Da Nang City,Bike,2025-06-14,2025-06-15 04:00:00,28,336,1,0
9327,Hanoi Center,Electric Scooter,2025-04-01,2025-04-01 22:00:00,22,264,1,1
9328,Hanoi Center,Bike,2025-08-03,2025-08-05 09:00:00,57,1140,3,0
9329,Da Nang City,Electric Scooter,2025-03-18,2025-03-18 01:00:00,1,12,2,0
9330,Da Nang City,Car,2025-06-11,2025-06-13 06:00:00,54,270,1,0
9331,Da Nang City,Car,2025-05-26,2025-05-27 15:00:00,39,429,4,0
9332,HCM District 1,Bike,2025-03-28,2025-03-29 21:00:00,45,495,3,0
9333,Da Nang City,Bike,2025-08-14,2025-08-14 17:00:00,17,221,4,1
9334,Da Nang City,Bike,2025-06-24,2025-06-25 18:00:00,42,420,2,1
9335,Hanoi Center,Bike,2025-02-15,2025-02-15 16:00:00,16,112,3,0
9336,Hanoi Center,Electric Scooter,2025-08-12,2025-08-15 00:00:00,72,864,3,0
9337,Da Nang City,Car,2025-03-03,2025-03-04 06:00:00,30,570,4,1
9338,Da Nang City,Electric Scooter,2025-04-27,2025-04-28 22:00:00,46,276,5,0
9339,Hanoi Center,Bike,2025-02-13,2025-02-14 21:00:00,45,315,2,1
9340,Da Nang City,Car,2025-07-05,2025-07-05 12:00:00,12,144,1,1
9341,HCM District 1,Car,2025-10-25,2025-10-25 09:00:00,9,99,3,0
9342,Da Nang City,Electric Scooter,2025-03-21,2025-03-21 05:00:00,5,25,4,1
9343,Hanoi Center,Electric Scooter,2025-10-20,2025-10-20 22:00:00,22,198,4,0
9344,Hanoi Center,Electric Scooter,2025-03-07,2025-03-09 01:00:00,49,980,2,0
9345,HCM District 1,Electric Scooter,2025-08-26,2025-08-27 21:00:00,45,225,3,1
9346,HCM District 1,Car,2025-01-17,2025-01-17 01:00:00,1,12,4,0
9347,Hanoi Center,Electric Scooter,2025-04-14,2025-04-15 11:00:00,35,490,3,1
9348,Hanoi Center,Car,2025-08-25,2025-08-26 03:00:00,27,324,2,0
9349,HCM District 1,Electric Scooter,2025-02-02,2025-02-04 05:00:00,53,477,3,1
9350,Da Nang City,Car,2025-05-14,2025-05-14 06:00:00,6,84,1,0
9351,Da Nang City,Electric Scooter,2025-05-23,2025-05-25 15:00:00,63,315,2,1
9352,Hanoi Center,Electric Scooter,2025-07-07,2025-07-08 17:00:00,41,533,5,1
9353,HCM District 1,Car,2025-01-22,2025-01-24 17:00:00,65,1235,5,0
9354,Da Nang City,Bike,2025-09-08,2025-09-10 06:00:00,54,594,5,0
9355,Hanoi Center,Bike,2025-01-11,2025-01-12 11:00:00,35,595,5,0
9356,Hanoi Center,Electric Scooter,2025-09-15,2025-09-16 14:00:00,38,304,3,0
9357,Hanoi Center,Bike,2025-07-09,2025-07-11 20:00:00,68,952,3,1
9358,Da Nang City,Bike,2025-01-05,2025-01-07 20:00:00,68,1088,2,0
9359,Da Nang City,Electric Scooter,2025-05-12,2025-05-12 16:00:00,16,128,5,1
9360,HCM District 1,Bike,2025-06-06,2025-06-08 13:00:00,61,549,4,0
9361,Da Nang City,Electric Scooter,2025-04-16,2025-04-17 13:00:00,37,407,1,1
9362,Hanoi Center,Bike,2025-05-22,2025-05-24 09:00:00,57,285,1,0
9363,Hanoi Center,Electric Scooter,2025-03-27,2025-03-29 03:00:00,51,765,5,1
9364,Da Nang City,Bike,2025-10-25,2025-10-27 16:00:00,64,1216,2,0
9365,Hanoi Center,Car,2025-08-06,2025-08-06 13:00:00,13,208,2,0
9366,Hanoi Center,Car,2025-02-21,2025-02-22 12:00:00,36,576,3,0
9367,Hanoi Center,Car,2025-03-04,2025-03-05 02:00:00,26,312,5,1
9368,HCM District 1,Bike,2025-03-08,2025-03-09 17:00:00,41,738,3,1
9369,Hanoi Center,Car,2025-07-27,2025-07-28 23:00:00,47,658,1,1
9370,Da Nang City,Bike,2025-09-09,2025-09-09 19:00:00,19,380,3,0
9371,Da Nang City,Car,2025-01-28,2025-01-28 18:00:00,18,234,1,0
9372,Hanoi Center,Car,2025-10-24,2025-10-24 09:00:00,9,99,2,0
9373,Da Nang City,Bike,2025-09-10,2025-09-11 01:00:00,25,300,2,1
9374,HCM District 1,Car,2025-01-19,2025-01-22 00:00:00,72,504,2,0
9375,Da Nang City,Bike,2025-05-04,2025-05-04 14:00:00,14,98,2,1
9376,HCM District 1,Car,2025-04-09,2025-04-09 07:00:00,7,105,2,1
9377,HCM District 1,Bike,2025-07-02,2025-07-02 12:00:00,12,192,5,1
9378,Da Nang City,Car,2025-07-16,2025-07-18 01:00:00,49,686,1,0
9379,HCM District 1,Car,2025-10-09,2025-10-11 18:00:00,66,1254,2,0
9380,Da Nang City,Bike,2025-01-19,2025-01-21 15:00:00,63,315,1,0
9381,Da Nang City,Bike,2025-05-04,2025-05-05 21:00:00,45,630,1,1
9382,Da Nang City,Bike,2025-01-25,2025-01-25 23:00:00,23,460,5,1
9383,Da Nang City,Bike,2025-08-21,2025-08-23 01:00:00,49,539,1,0
9384,Hanoi Center,Electric Scooter,2025-07-01,2025-07-02 09:00:00,33,594,3,1
9385,HCM District 1,Car,2025-06-24,2025-06-26 15:00:00,63,441,1,1
9386,Da Nang City,Car,2025-08-28,2025-08-29 05:00:00,29,464,4,0
9387,HCM District 1,Car,2025-04-07,2025-04-07 04:00:00,4,52,4,0
9388,Da Nang City,Electric Scooter,2025-07-31,2025-08-02 21:00:00,69,759,5,0
9389,Da Nang City,Electric Scooter,2025-03-10,2025-03-11 16:00:00,40,720,1,0
9390,Da Nang City,Electric Scooter,2025-05-31,2025-06-01 10:00:00,34,476,2,0
9391,HCM District 1,Car,2025-06-26,2025-06-27 17:00:00,41,738,2,0
9392,Hanoi Center,Bike,2025-05-23,2025-05-24 03:00:00,27,216,2,0
9393,HCM District 1,Car,2025-07-24,2025-07-26 02:00:00,50,900,4,0
9394,HCM District 1,Car,2025-03-03,2025-03-04 16:00:00,40,520,2,1
9395,Da Nang City,Car,2025-10-23,2025-10-24 05:00:00,29,464,4,1
9396,Da Nang City,Bike,2025-08-31,2025-08-31 18:00:00,18,198,4,1
9397,Hanoi Center,Electric Scooter,2025-05-20,2025-05-22 10:00:00,58,928,5,1
9398,HCM District 1,Car,2025-05-31,2025-06-02 23:00:00,71,781,1,0
9399,Hanoi Center,Bike,2025-01-25,2025-01-25 04:00:00,4,56,5,0
9400,Hanoi Center,Bike,2025-08-29,2025-08-31 07:00:00,55,880,3,0
9401,Da Nang City,Bike,2025-03-25,2025-03-25 07:00:00,7,119,3,0
9402,HCM District 1,Car,2025-05-07,2025-05-08 04:00:00,28,476,2,0
9403,Da Nang City,Bike,2025-05-11,2025-05-12 21:00:00,45,225,5,0
9404,HCM District 1,Bike,2025-02-19,2025-02-19 09:00:00,9,153,4,1
9405,Hanoi Center,Bike,2025-10-11,2025-10-11 08:00:00,8,96,1,0
9406,HCM District 1,Car,2025-08-23,2025-08-23 16:00:00,16,304,2,0
9407,Da Nang City,Car,2025-06-30,2025-07-02 17:00:00,65,455,3,0
9408,Hanoi Center,Bike,2025-10-23,2025-10-23 01:00:00,1,13,5,1
9409,Hanoi Center,Electric Scooter,2025-07-17,2025-07-17 09:00:00,9,99,4,1
9410,HCM District 1,Car,2025-05-27,2025-05-28 09:00:00,33,429,2,1
9411,HCM District 1,Bike,2025-06-09,2025-06-10 15:00:00,39,702,4,1
9412,Hanoi Center,Electric Scooter,2025-01-05,2025-01-06 23:00:00,47,846,1,0
9413,Hanoi Center,Car,2025-01-06,2025-01-06 22:00:00,22,352,1,1
9414,HCM District 1,Car,2025-02-20,2025-02-21 23:00:00,47,282,1,1
9415,HCM District 1,Bike,2025-07-30,2025-08-01 05:00:00,53,265,5,1
9416,HCM District 1,Electric Scooter,2025-08-29,2025-08-31 21:00:00,69,345,1,1
9417,HCM District 1,Bike,2025-07-28,2025-07-29 00:00:00,24,144,2,0
9418,HCM District 1,Electric Scooter,2025-05-14,2025-05-16 00:00:00,48,672,5,0
9419,Da Nang City,Bike,2025-02-05,2025-02-06 14:00:00,38,494,3,0
9420,Hanoi Center,Electric Scooter,2025-02-03,2025-02-05 20:00:00,68,476,3,1
9421,Hanoi Center,Electric Scooter,2025-02-05,2025-02-07 16:00:00,64,1280,2,1
9422,Da Nang City,Electric Scooter,2025-09-04,2025-09-06 13:00:00,61,427,2,1
9423,Da Nang City,Bike,2025-09-16,2025-09-16 06:00:00,6,102,5,0
9424,Hanoi Center,Electric Scooter,2025-05-08,2025-05-10 01:00:00,49,833,5,1
9425,Da Nang City,Car,2025-09-05,2025-09-05 07:00:00,7,112,1,1
9426,Da Nang City,Electric Scooter,2025-10-11,2025-10-13 10:00:00,58,522,1,1
9427,Hanoi Center,Bike,2025-02-06,2025-02-07 07:00:00,31,434,3,0
9428,HCM District 1,Electric Scooter,2025-10-21,2025-10-23 20:00:00,68,408,5,1
9429,Da Nang City,Electric Scooter,2025-03-08,2025-03-10 12:00:00,60,780,4,1
9430,Da Nang City,Car,2025-10-01,2025-10-03 14:00:00,62,496,4,1
9431,HCM District 1,Bike,2025-02-13,2025-02-14 14:00:00,38,456,1,0
9432,Hanoi Center,Bike,2025-01-20,2025-01-22 19:00:00,67,1005,1,0
9433,Hanoi Center,Bike,2025-03-30,2025-03-30 03:00:00,3,60,4,0
9434,Da Nang City,Bike,2025-09-14,2025-09-14 05:00:00,5,100,1,0
9435,Hanoi Center,Car,2025-05-26,2025-05-28 05:00:00,53,954,5,0
9436,Hanoi Center,Car,2025-07-07,2025-07-08 06:00:00,30,540,1,0
9437,HCM District 1,Electric Scooter,2025-04-27,2025-04-27 01:00:00,1,19,1,1
9438,HCM District 1,Electric Scooter,2025-03-27,2025-03-28 18:00:00,42,630,1,0
9439,Hanoi Center,Car,2025-08-04,2025-08-06 17:00:00,65,1300,5,1
9440,Da Nang City,Car,2025-08-26,2025-08-26 08:00:00,8,128,1,0
9441,Da Nang City,Car,2025-10-18,2025-10-20 06:00:00,54,702,5,1
9442,HCM District 1,Car,2025-09-29,2025-09-30 19:00:00,43,258,4,0
9443,Da Nang City,Electric Scooter,2025-09-04,2025-09-06 11:00:00,59,413,2,1
9444,Hanoi Center,Bike,2025-09-15,2025-09-17 10:00:00,58,986,3,0
9445,Da Nang City,Electric Scooter,2025-05-17,2025-05-18 14:00:00,38,190,1,1
9446,Da Nang City,Car,2025-05-05,2025-05-06 05:00:00,29,348,1,1
9447,Hanoi Center,Car,2025-07-05,2025-07-06 00:00:00,24,432,3,0
9448,Hanoi Center,Bike,2025-05-25,2025-05-26 03:00:00,27,243,5,1
9449,Da Nang City,Electric Scooter,2025-02-22,2025-02-22 15:00:00,15,225,3,1
9450,HCM District 1,Car,2025-10-05,2025-10-06 15:00:00,39,546,3,1
9451,Hanoi Center,Bike,2025-07-09,2025-07-10 05:00:00,29,522,4,0
9452,HCM District 1,Electric Scooter,2025-03-19,2025-03-19 20:00:00,20,140,2,0
9453,HCM District 1,Car,2025-04-04,2025-04-04 12:00:00,12,168,1,1
9454,HCM District 1,Car,2025-01-26,2025-01-28 12:00:00,60,900,2,1
9455,HCM District 1,Car,2025-01-13,2025-01-13 07:00:00,7,77,5,1
9456,Da Nang City,Electric Scooter,2025-02-12,2025-02-14 18:00:00,66,858,2,0
9457,Da Nang City,Bike,2025-05-01,2025-05-03 13:00:00,61,976,5,1
9458,Da Nang City,Bike,2025-07-17,2025-07-19 02:00:00,50,950,5,1
9459,Hanoi Center,Electric Scooter,2025-02-08,2025-02-08 06:00:00,6,66,3,0
9460,HCM District 1,Car,2025-02-15,2025-02-16 15:00:00,39,741,1,1
9461,HCM District 1,Bike,2025-02-24,2025-02-25 21:00:00,45,630,3,0
9462,HCM District 1,Bike,2025-07-19,2025-07-20 20:00:00,44,616,3,0
9463,HCM District 1,Car,2025-07-20,2025-07-22 14:00:00,62,558,1,1
9464,Hanoi Center,Electric Scooter,2025-02-04,2025-02-04 17:00:00,17,221,4,1
9465,Da Nang City,Car,2025-05-28,2025-05-30 10:00:00,58,580,4,0
9466,Hanoi Center,Car,2025-05-27,2025-05-28 18:00:00,42,462,1,1
9467,HCM District 1,Bike,2025-07-19,2025-07-19 10:00:00,10,70,5,1
9468,Da Nang City,Bike,2025-04-18,2025-04-19 13:00:00,37,703,4,0
9469,Da Nang City,Car,2025-07-17,2025-07-19 22:00:00,70,840,4,1
9470,HCM District 1,Electric Scooter,2025-01-26,2025-01-27 15:00:00,39,780,5,1
9471,Hanoi Center,Bike,2025-04-22,2025-04-22 11:00:00,11,77,3,0
9472,Da Nang City,Bike,2025-07-11,2025-07-12 16:00:00,40,240,2,0
9473,HCM District 1,Bike,2025-09-21,2025-09-21 15:00:00,15,165,5,1
9474,HCM District 1,Electric Scooter,2025-06-05,2025-06-05 03:00:00,3,30,4,1
9475,HCM District 1,Electric Scooter,2025-03-19,2025-03-19 08:00:00,8,72,4,0
9476,HCM District 1,Bike,2025-05-30,2025-05-30 11:00:00,11,88,4,1
9477,HCM District 1,Car,2025-05-29,2025-05-30 04:00:00,28,448,5,1
9478,Hanoi Center,Bike,2025-06-24,2025-06-26 08:00:00,56,560,2,0
9479,Hanoi Center,Bike,2025-04-11,2025-04-13 11:00:00,59,826,2,0
9480,HCM District 1,Electric Scooter,2025-07-22,2025-07-23 03:00:00,27,351,4,1
9481,HCM District 1,Car,2025-03-13,2025-03-14 13:00:00,37,444,4,0
9482,HCM District 1,Car,2025-01-03,2025-01-03 07:00:00,7,98,3,0
9483,HCM District 1,Car,2025-06-27,2025-06-27 11:00:00,11,209,2,1
9484,Da Nang City,Bike,2025-05-05,2025-05-06 03:00:00,27,216,3,0
9485,Da Nang City,Electric Scooter,2025-05-01,2025-05-02 21:00:00,45,900,1,1
9486,Hanoi Center,Electric Scooter,2025-01-01,2025-01-02 16:00:00,40,560,5,1
9487,Hanoi Center,Electric Scooter,2025-05-02,2025-05-02 15:00:00,15,195,1,0
9488,Da Nang City,Car,2025-01-12,2025-01-12 09:00:00,9,108,2,0
9489,Da Nang City,Electric Scooter,2025-10-26,2025-10-28 19:00:00,67,1072,2,0
9490,Hanoi Center,Electric Scooter,2025-06-05,2025-06-05 23:00:00,23,138,2,1
9491,HCM District 1,Electric Scooter,2025-09-21,2025-09-23 22:00:00,70,420,2,0
9492,HCM District 1,Car,2025-03-12,2025-03-12 17:00:00,17,323,1,1
9493,HCM District 1,Bike,2025-05-16,2025-05-18 11:00:00,59,590,5,1
9494,Hanoi Center,Electric Scooter,2025-07-15,2025-07-17 22:00:00,70,1400,2,1
9495,HCM District 1,Car,2025-07-15,2025-07-16 03:00:00,27,432,4,0
9496,Da Nang City,Electric Scooter,2025-07-05,2025-07-07 02:00:00,50,550,2,1
9497,Da Nang City,Car,2025-04-10,2025-04-12 22:00:00,70,980,3,1
9498,Da Nang City,Car,2025-07-29,2025-07-29 16:00:00,16,112,2,0
9499,HCM District 1,Electric Scooter,2025-09-08,2025-09-09 19:00:00,43,645,5,1
9500,Hanoi Center,Electric Scooter,2025-07-22,2025-07-23 00:00:00,24,456,3,1
9501,HCM District 1,Bike,2025-05-29,2025-05-30 07:00:00,31,341,2,1
9502,HCM District 1,Car,2025-05-09,2025-05-11 18:00:00,66,726,4,0
9503,Hanoi Center,Car,2025-06-07,2025-06-08 02:00:00,26,390,1,1
9504,Da Nang City,Bike,2025-03-10,2025-03-10 01:00:00,1,8,1,1
9505,Hanoi Center,Electric Scooter,2025-06-08,2025-06-08 09:00:00,9,108,5,0
9506,Hanoi Center,Electric Scooter,2025-06-23,2025-06-25 02:00:00,50,1000,5,0
9507,HCM District 1,Bike,2025-01-20,2025-01-21 08:00:00,32,160,1,0
9508,Hanoi Center,Electric Scooter,2025-09-17,2025-09-18 20:00:00,44,836,2,1
9509,Hanoi Center,Bike,2025-09-20,2025-09-21 15:00:00,39,351,2,0
9510,Hanoi Center,Car,2025-09-17,2025-09-18 13:00:00,37,592,2,0
9511,Hanoi Center,Bike,2025-02-24,2025-02-26 10:00:00,58,1160,2,0
9512,Da Nang City,Car,2025-08-01,2025-08-01 18:00:00,18,306,3,0
9513,Hanoi Center,Car,2025-03-16,2025-03-18 01:00:00,49,588,2,1
9514,Da Nang City,Electric Scooter,2025-01-29,2025-01-30 08:00:00,32,256,3,0
9515,Da Nang City,Electric Scooter,2025-07-30,2025-08-01 05:00:00,53,265,2,1
9516,HCM District 1,Bike,2025-06-27,2025-06-29 11:00:00,59,1003,1,0
9517,HCM District 1,Bike,2025-01-12,2025-01-14 09:00:00,57,855,4,0
9518,Da Nang City,Electric Scooter,2025-07-26,2025-07-28 19:00:00,67,670,5,1
9519,HCM District 1,Electric Scooter,2025-08-15,2025-08-16 20:00:00,44,704,3,1
9520,Hanoi Center,Electric Scooter,2025-02-20,2025-02-20 09:00:00,9,90,1,1
9521,HCM District 1,Bike,2025-04-10,2025-04-11 22:00:00,46,782,5,0
9522,Da Nang City,Bike,2025-04-02,2025-04-02 16:00:00,16,128,4,0
9523,HCM District 1,Electric Scooter,2025-09-13,2025-09-13 18:00:00,18,108,2,1
9524,Hanoi Center,Electric Scooter,2025-10-15,2025-10-17 14:00:00,62,310,2,0
9525,Hanoi Center,Car,2025-02-04,2025-02-05 05:00:00,29,261,2,1
